ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G6-MATH-S-ku-和倍问题-两个量的和与倍数关系,和倍问题（两个量的和与倍数关系）,设较小量为x，根据和倍关系列方程：x + 倍数×x = 和。,mid,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00058,0.5107,59,王伯伯家的菜地共 800 m 2 ，他准备用     种西红柿，剩下的按 2 : 1 的面 积比种黄瓜和茄子。三种蔬菜的占地面积分别是多少平方米？ 请你根据下面的信息，寻找合适的量，写出这些量之间的比。 用 120 cm 的铁丝做一个长方体框架。长、宽、高的比是 3 : 2 : 1 。这个 长方体的,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00046,0.5073,47,六（ 1 ）班和六（ 2 ）班的航模小组一共有 45 人，其中六（ 1 ）班航模小组 的人数是六（ 2 ）班的 。六（ 1 ）班和六（ 2 ）班的航模小组分别有多少人？ 某电视机厂去年全年生产电视机 108 万台，其中上半年产量是下半年 的  。这个电视机厂去年上半年和下半年的产量分别是多少万台？ ,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00042,0.5032,43,在通常情况下，体积相等的冰和水，冰的质量比水的质量少 。现有一 块重 9 kg 的冰，如果一桶水的体积和这块冰的体积相等，这桶水有多重？ 有一组互相咬合的齿轮。 10 1 （1）大齿轮有 140 个齿，小齿轮的齿数是大齿轮的    。小齿轮有多少 个齿？ （2）小齿轮有 28 个齿，是大齿轮的   ,
RENJIAO-G6-MATH-X-ku-合数与偶数的关系,合数与偶数的关系,偶数不一定是合数（如2是质数），合数不一定是偶数。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.5173,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00089,0.4462,88,先在下表中写出比和比例的一些知识，再举例说明。 比与分数、除法有什么联系？先填写下表，再说一说它们的区别。 比的基本性质、分数的基本性质、商不变的规律之间有什么联系？ 怎样判断两种相关联的量是成正比例关系还是成反比例关系？请举生活中 的实例加以说明。 比和比例 小组同学可以一起 交流上面的问题。 名,a1c832dd-a81d-4971-ac87-06510b416aa8_00047,0.4189,48,43 2. 正比例和反比例 正比例 （1）表中有哪两种量？ （2）总价是怎样随着数量的变化而变化的？ （3）相应的总价与数量的比分别是多少？比值是多少？ 从上表可以看出，总价与数量是两种相关联的量，总价随着数量的变化而变 化，而且总价与相应数量的比值总是一定的， 。比值 3 . 5 ，实际就是彩带的,
RENJIAO-G6-MATH-X-ku-公倍数与最小公倍数,公倍数与最小公倍数,几个数公有的倍数叫公倍数，最小的叫最小公倍数。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.518,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00003,0.5002,4,时间过得真快，现在是小学最后一个学期了。你会和聪聪一起，探 索更多的数学奥秘，并一起整理六年所学的数学知识，分享数学学习中 的收获与快乐。 本学期，你将跨越“ 0 ”的边界，接触到一种新的数——负数。你 对数的认识也将进入一个新的天地。 本学期，你会运用上学期所学的百分数知识，解决生活中更多的百 分,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.4876,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,
RENJIAO-G6-MATH-X-ku-最小公倍数的应用,最小公倍数的应用,用最小公倍数解决“至少”问题，如物品剩余相同。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00071,0.5188,72,67 数学广角 — 鸽巢问题 5 把 4 支铅笔放进 3 个笔筒中，不管怎 么放，总有 1 个笔筒里至少有 2 支铅 笔。你知道这是为什么吗？ 5 只鸽子飞进了 3 个鸽笼，总有 1 个鸽笼至少飞进了 2 只鸽子。为什么？ 小明这样想： 如果每个笔筒中最多放 1 支铅 笔，那么 3 个笔筒中最多放 ,a1c832dd-a81d-4971-ac87-06510b416aa8_00072,0.4875,73,68 小明表演扑克牌“魔术”。一副扑克牌，取出大小王，还剩 52 张牌， 9 人 每人随意抽 1 张，至少有 3 张牌是相同的花色。你理解这个扑克牌“魔术” 的道理吗？ 做一做 2 1 如果有 8 本书会怎样呢？ 10 本书呢？ 7 ÷ 3=2 （本） ⋯⋯ 1 （本） 8 ÷ 3=2 （本） ⋯⋯,a1c832dd-a81d-4971-ac87-06510b416aa8_00073,0.4775,74,69 盒子里有同样大小的红球和蓝球各 4 个，要想摸出的球一定有 2 个同 色的，至少要摸出几个球？ 只摸 2 个球不能保证 是同色的，因为有两 种颜色。那摸 3 个球 就能保证…… 向东小学六年级共有 367 名学生，其中六（ 2 ）班有 37 名学生。 他说得对吗？为什么？ 把红、黄、蓝、白 4,
RENJIAO-G1-MATH-X-ku-满减问题,满减问题,购物总价满一定金额可减钱，需先计算总价再判断是否满额。,mid,556d2ae0-de02-497c-95bc-14332325adf5_00092,0.5263,93,湖边原来有 30 只小船，划走了一些，还剩 19 只。划走 了多少只？ （ 1 ）买一辆 和一盒 ，能减 10 元吗？ （ 2 ）买一个 和一个 ，要花多少钱？ （ 3 ）请你尝试提出其他数学问题并解答。 6 在 里填上“ > ”“ < ”或“ = ”。 39 − 4 35 35 + 20 32 8,556d2ae0-de02-497c-95bc-14332325adf5_00073,0.4914,74,通过前面的学习，同学们已经会用加、减法解决一些简 单的实际问题了。说一说：你会用加法解决哪些实际问题？ 这些问题有什么共同点？ 你会用减法解决哪些实际问题？这些问题有什么共同 点？互相交流一下。 还有很多实际问题中也有这样的加减关系。 5 + 1 = 6 （盒） 原来有 5 盒，又拿来 1 盒，现在,556d2ae0-de02-497c-95bc-14332325adf5_00084,0.4875,85,可以两人一组，一个人先去买，另一个 人帮着代卖，再交换…… 作为买家和卖家，你要进行哪些准备？ 拿好购物记录单，开始你的购物之旅吧。（每人最少买 2 件物品、卖 2 件物品。） 买卖我做主 欢乐购物 购物准备 买入记录单 物品 价格 付款 找零 卖出记录单 物品 价格 付款 找零 要在班级内开展“欢,
RENJIAO-G6-MATH-X-ku-奇数与偶数,奇数与偶数,能被2整除的数是偶数，不能被2整除的数是奇数。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.5286,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.5027,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,a1c832dd-a81d-4971-ac87-06510b416aa8_00089,0.493,88,先在下表中写出比和比例的一些知识，再举例说明。 比与分数、除法有什么联系？先填写下表，再说一说它们的区别。 比的基本性质、分数的基本性质、商不变的规律之间有什么联系？ 怎样判断两种相关联的量是成正比例关系还是成反比例关系？请举生活中 的实例加以说明。 比和比例 小组同学可以一起 交流上面的问题。 名,
RENJIAO-G6-MATH-X-ku-小数的近似数,小数的近似数,用四舍五入法保留小数位数，如保留两位小数。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.534,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.4852,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00080,0.4679,81,76 四则混合运算，有时可以运用运算律使计算更加简便。 计算下面各题。 7 5 7 2 4 × +4 × 3 1 5 1 （ - ） × 45 举例说明估算的应用。你知道哪些估算策略？ （1） （2） （3） 7 . 99 × 9 . 99 与 80 比，哪个大？ 小兰带 100 元去书店买书，她买,
RENJIAO-G7-MATH-X-ku-条形图的特点与用途,条形图的特点与用途,条形图直观显示每个类别数据的大小，便于比较各类别数据之间的差距。,mid,319a239f-6099-418a-a4e4-99b3f84aa589_00277,0.5385,170,250 000 ᠎ྭ ѣ԰ ᮩ ᠎ྭ ᤉ԰ ᮩ 图 １２．２４ 也可以绘制复合条形图描述表 １２．２３ 中的数据 ， 如图 １２．２５ 所示 ． ３６１ 仅供个人学习使用，未经授权不得另做他用,319a239f-6099-418a-a4e4-99b3f84aa589_00311,0.5164,190,ፇ ʷǌ ቦᅼគፇ ڏ̄ ǌڀᮏˁ Ꮶ 第十二章 数据的收集 、 整理与描述 Л᭧ូ ᛫ ፋڏ ѣ ፇ ᝷ Ѭ ᤘ ေ ᬷ ڏ ጳ ڏ ᄰ ڏ ᡖ ҹ ڏ ڏ 为了更好地了解周围世界 ， 经常需要有目的地收集一些数据 ， 然后 用统计图表整理和描述数据 ， 发现数据中蕴含的信息 ， 再根据现有信息 ,319a239f-6099-418a-a4e4-99b3f84aa589_00307,0.5111,186,第十二章 数据的收集 、 整理与描述 ４． 改变组距 拖动滑动条使 ｄ＝３ ， 即可得到图 １２．２６ 中的直方图 （ 图 ２ ） ． 图 ２ 利用信息技术工具 ， 不仅能画直方图 ， 还可以画条形图 、 扇形图和折线图 等其他类型的统计图 ． 请利用信息技术工具画出条形图 １２．１１ 和扇形图,
RENJIAO-G6-MATH-X-ku-质数与合数,质数与合数,只有1和它本身两个因数的数是质数，有多个因数的数是合数。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.5446,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.5283,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00089,0.5201,88,先在下表中写出比和比例的一些知识，再举例说明。 比与分数、除法有什么联系？先填写下表，再说一说它们的区别。 比的基本性质、分数的基本性质、商不变的规律之间有什么联系？ 怎样判断两种相关联的量是成正比例关系还是成反比例关系？请举生活中 的实例加以说明。 比和比例 小组同学可以一起 交流上面的问题。 名,
RENJIAO-G4-MATH-S-ku-优化问题-排队等候时间,优化问题：排队等候时间,合理安排顺序，使总等候时间最短。,mid,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00108,0.5454,109,烧水： 8 分钟 洗水壶： 1 分钟 洗茶杯： 2 分钟 洗水壶 接水 烧水 …… 怎样安排比较合理并且省时间？和同学讨论一下。 接水： 1 分钟 找茶叶： 1 分钟 沏茶： 1 分钟 怎样才能尽 快让客人喝 上茶？ 等待水开的 时间可以做 点什么呢？ 8 数学广角 — 优化 1 小明，帮妈妈 烧壶,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00111,0.5201,112,107 上面是他们的行走路线和所用时间。他们办完这些事回到家， 至少需要多长时间？ 如果比赛中每个人都发挥正常，第 2 队怎样布阵才能获胜？ 第 1 队：陆 莎 赵天骁 陶欣然 杜小雯 程 刚 230 下 220 下 205 下 180 下 155 下 第 2 队：宋圆圆 肖 刚 何文龙 刘佳佳 朱,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00109,0.5091,110,每次都烙（   ）张饼，别让锅 （      ），这样应该最省时间。 怎样才能尽快吃上饼？ 哪种方法比较合理？如果要烙 4 张饼、 5 张饼、 6 张饼……呢？ 你发现了什么？ 第 1 次 第 2 次 第 3 次 找杯子倒开水 1 分钟 等开水降为温水 6 分钟 找感冒药 1 分钟 量体温 5 分钟,
RENJIAO-G4-MATH-S-ku-四边形内角和,四边形内角和,任意四边形的内角和都是360°。,mid,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00072,0.55,73,68 说出下图中你学过的图形。 将两张长方形纸随意交叉摆放，或将长方形纸和三角形纸随意 交叉摆放，重叠的部分是什么图形？ 量出下面各图形中每个角的度数，再填写下表。 ① ⑤ ② ③ ④ 图 形 各个角的度数 四个角的和 ① ② ③ ④ ⑤ 你发现了什么？再任意画一个四边形试一试，你会得到同样的 结论,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00046,0.5001,47,42 三角尺上有一个角是直角，用量角器量一量，这个直角是多少度？ 角可以看作由一条射线绕着它的端点，从一个位置旋转到另一 个位置所形成的图形。 1 直角 = 90 = 90 ° 一条射线绕它的端点旋转半 周，形成的角叫作 平角 。 1 平角 = 180 = 180 ° 平角 180 ° 一条射线绕它,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00050,0.4955,51,46 （1）你能用一张长方形纸折出下面度数的角吗？ （2）将一张圆形纸对折三次后展开，可以得到哪些度数的角？ 90 ° 45 ° 135 ° 11 10 ° 45 ° 60 ° 90 ° 105 ° 120 ° 180 ° 选择合适的方法画出下面的角，并说说它们分别是哪一种角。 12 量出右面各角的,
RENJIAO-G7-MATH-X-ku-折线图的特点与用途,折线图的特点与用途,折线图常用于描述随时间变化的数据，能显示不同时刻的数据，便于看出数据随时间的变化趋势。,mid,319a239f-6099-418a-a4e4-99b3f84aa589_00312,0.5517,191,第十二章 数据的收集 、 整理与描述 的数据 ， 利用它容易看出数据随时间的变化趋势 ． 直方图一般用来描述连 续分组数据 ， 通过对数据分组 ， 显示数据取值的分布 ， 利用它容易从整 体上把握数据分布的特点 ． 趋势图可以用来描述两个量之间的关系 ， 利用 它可以根据一个量的变化预测另一个量的变,319a239f-6099-418a-a4e4-99b3f84aa589_00311,0.5485,190,ፇ ʷǌ ቦᅼគፇ ڏ̄ ǌڀᮏˁ Ꮶ 第十二章 数据的收集 、 整理与描述 Л᭧ូ ᛫ ፋڏ ѣ ፇ ᝷ Ѭ ᤘ ေ ᬷ ڏ ጳ ڏ ᄰ ڏ ᡖ ҹ ڏ ڏ 为了更好地了解周围世界 ， 经常需要有目的地收集一些数据 ， 然后 用统计图表整理和描述数据 ， 发现数据中蕴含的信息 ， 再根据现有信息 ,319a239f-6099-418a-a4e4-99b3f84aa589_00297,0.5271,180,第十二章 数据的收集 、 整理与描述 天最高气温之间的关系 （ 图 １２．２１３ ） ． 0 20 40 60 80 100 120 140 160 180 11 13 15 17 19 21 23 25 27 29 шᯍ ᰴ ພ Ć 图 １２．２１３ 像上面这样 ， 用一条线 （ 直线或曲线 ,
RENJIAO-G6-MATH-X-ku-百分数的含义,百分数的含义,表示一个数是另一个数的百分之几的数，也叫百分率或百分比。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00019,0.5538,20,15 生活与百分数 活动1 去附近的银行调查最新的利率，并与第 11 页的利率表进行对比，看 看有什么变化。 活动2 李阿姨准备存 5 万元，六年后使用。银行给李阿姨提供了三种类型的 理财方式：普通储蓄存款、购买国债、购买理财产品。国债有一年期、三 年期和五年期等，理财产品种类繁多，利率不一。请你先,a1c832dd-a81d-4971-ac87-06510b416aa8_00004,0.5438,5,1 负数 2 2 百分数（二） 8 圆柱与圆锥 3 16 目 录 生活与百分数 15 仅供个人学习使用，未经授权不得另做他用,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.5199,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,
RENJIAO-G4-MATH-X-ku-平均数的计算与意义,平均数的计算与意义,平均数是一组数据的平均值，计算时需去掉极端值（如最高分和最低分）以反映一般水平。,mid,45c291b4-09a9-4b14-862b-d19401f1d651_00093,0.5554,94,89 本周气温记录 周一： 10 〜 21 ° C 周二： 10 〜 21 ° C 周三： 12 〜 22 ° C 周四： 12 〜 24 ° C 周五： 11 〜 22 ° C 周六： 11 〜 21 ° C 周日： 11 〜 23 ° C 温度 周一 周二 周三 周四 周五 周六 周日 平均数 ,45c291b4-09a9-4b14-862b-d19401f1d651_00092,0.5488,93,88 下面是第 4 小组男生队和女生队踢毽比赛的成绩。 男生队 女生队 姓 名 踢毽个数 王小飞 19 刘 东 15 李 雷 16 谢明明 20 孙 奇 15 姓 名 踢毽个数 杨 羽 18 曾诗涵 20 李 玲 19 张 倩 19 哪个队的成绩更好？ 2 人数不同怎么比呢？ 男生队： 女生队： （,45c291b4-09a9-4b14-862b-d19401f1d651_00091,0.5397,92,87 （ 14+12+11+15 ） ÷ 4 = 52 ÷ 4 = 13 小红 小兰 小亮 小明 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 姓名 数量/ 个 环保小队 4 人收集的空水瓶如下图，平均每人收集了多少个？ 1 平均数 13 就是这 4 个 数的 平均数 ,
RENJIAO-G6-MATH-X-ku-2-3-5的倍数特征,2、3、5的倍数特征,2的倍数末尾是偶数；3的倍数各位数字和是3的倍数；5的倍数末尾是0或5。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00078,0.5564,79,74 与       哪个更大，并设法验证。 20 19 18 17 比较    、   、   、    的大小，你能发现什么？根据你发现的规律猜一下 填空，使每横行的各数相等。 （1）这些两位数中，哪些是奇数？哪些是偶数？ （2）这些两位数中，哪些是质数？哪些是合数？ （3）这些两位数中，哪些是,a1c832dd-a81d-4971-ac87-06510b416aa8_00110,0.5147,107,找规律，填数。 节日期间广场上有一排彩旗，按照 1 面红旗、 2 面黄旗、 3 面绿旗的顺序 排列。第 55 面彩旗是什么颜色？第 100 面呢？ 摆一摆，找规律。 （1） 3 ， 11 ， 20 ， 30 ， ， 53 ， ， ⋯ （2） 1 ， 3 ， 2 ， 6 ， 4 ， 9 ， 8 ， ，,a1c832dd-a81d-4971-ac87-06510b416aa8_00076,0.4971,77,72 数 整数 正整数 0 负整数 自然数 分数（有限小数、无限循环小数） 无限不循环小数 请你在图中表示下列各数。 - 3 - 1.25 3 . 5 5 4 3 什么是十进制计数法？数位和计数单位有什么区别？填写下表，你能提出 什么问题？ 你能根据 a ÷ b = c （ a 、 b 、 c 均为,
RENJIAO-G12-MATH-A-SBX3-ku-等高堆积条形图,等高堆积条形图,用条形图展示不同类别下各水平的频率，直观比较分类变量间的差异。,mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00354,0.5576,132,第八章 成对数据的统计分析 ３３４３ ≈ ０．７６７４ 和 １０４３ ≈ ０．２３２６ ； 乙校学生中数学成绩不优秀和数学成绩优秀的频率分别为 ３８４５ ≈ ０．８４４４ 和 ７４５ ≈ ０．１５５６ ． 我们可以用等高堆积条形图直观地展示上述计算结果 ， 如图 ８．３  １ 所示 ． 利用统计软,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00378,0.5358,140,第八章 成对数据的统计分析 ܭ˸ ڍ 习题 ８．３ １． 为什么必须基于成对样本数据推断两个分类变量之间是否有关联？ ２． 为什么 χ ２ 独立性检验方法不适用于普查数据？ ３． 等高堆积条形图在两个分类变量之间关联性的研究中能够起到什么作用？ ４． 对于已经获取的成对样本数据 ， 检验结论 “ 两,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00374,0.5149,138,通过比较相应的频率 ， 分析 犡 和 犢 间的 影响规律 ． 注意 ， 上述几个环节的内容可以根据不同情况进行调整 ． 例如 ， 在有些时候 ， 分类变 量的抽样数据列联表是问题中给定的 ． ３３１,
RENJIAO-G7-MATH-S-ku-倒数定义,倒数定义,乘积是1的两个数互为倒数。,mid,985342dd-c456-4906-a1fc-3175d94526a6_00089,0.5608,54,３． 写出下列各数的倒数 ： （ １ ） －１５ ； （ ２ ） － ５ ９ ； （ ３ ） －０．２５ ； （ ４ ） ０．１７ ； （ ５ ） ４ １ ４ ； （ ６ ） －５ ２ ５ ． ７４,985342dd-c456-4906-a1fc-3175d94526a6_00030,0.5536,19,第一章 有理数 像 ３ 和 －３ ， １ ２ 和 － １ ２ 这样只有符号不同的两个数 ， 互为 相反数 （ ｏｐｐｏｓｉｔｅ ｎｕｍｂｅｒ ） ． 这就是说 ， ３ 的相反数是 －３ ， －３ 的相反数是 ３ ， ３ 与 －３ 互为相反 数 ； 同样地 ， １ ２ 和 － １ ２ 互为相反数 ． ,985342dd-c456-4906-a1fc-3175d94526a6_00123,0.5443,69,行归纳 ， 然后判断下列说法是否正确 ． 如果认为正 确 ， 请说明理由 ； 如果认为错误 ， 请举出反例 ． （ １ ） 任何数都不等于它的相反数 ； （ ２ ） 互为相反数的两个数的同一正偶数次幂相等 ； （ ３ ） 如果 犪 大于 犫 ， 那么 犪 的倒数小于 犫 的倒数 ． １５． 用计算器,
RENJIAO-G7-MATH-X-ku-根据统计图进行数据分析和预测,根据统计图进行数据分析和预测,从统计图中读取信息，如趋势、集中程度，并用于预测或决策（如用水量标准、广告支出预测）。,mid,319a239f-6099-418a-a4e4-99b3f84aa589_00319,0.5646,194,第十二章 数据的收集 、 整理与描述 １０． 通常来说 ， 广告支出越多 ， 商品销售收入越高 ． 下表记录了一家公司某产品的 广告支出与销售收入的数据 ． 广告支出 ／ 万元 １ ２ ４ ５ ７ 销售收入 ／ 万元 １２ ２０ ２５ ３０ ４０ 绘制趋势图描述销售收入随广告支出增加的变化趋势 ， ,319a239f-6099-418a-a4e4-99b3f84aa589_00306,0.5364,185,第十二章 数据的收集 、 整理与描述 η    ၹ η ၹ η    ၹ 利用信息技术工具画统计图 利用信息技术工具画统计图不但快捷方便 ， 而且画出的统计图标准 、 美观 ． 能画统计图的信息技术工具有专门的统计软件 ， 如 Ｒ 、 ＳＰＳＳ 、 ＳＡＳ 等 ； 也有具 有一定统计功能的软件 ， ,319a239f-6099-418a-a4e4-99b3f84aa589_00297,0.5356,180,第十二章 数据的收集 、 整理与描述 天最高气温之间的关系 （ 图 １２．２１３ ） ． 0 20 40 60 80 100 120 140 160 180 11 13 15 17 19 21 23 25 27 29 шᯍ ᰴ ພ Ć 图 １２．２１３ 像上面这样 ， 用一条线 （ 直线或曲线 ,
RENJIAO-G4-MATH-X-ku-用计算器进行加减乘除,用计算器进行加减乘除,使用计算器进行四则运算，注意输入顺序。,mid,45c291b4-09a9-4b14-862b-d19401f1d651_00108,0.5651,109,104 先填一填，再说一说小数和整数有什么相同点和不同点。 （1） 根据第①个算式，先说说加法与减法的关系，再分别写出 一个加法算式和一个减法算式。 （2）根据第②个算式，先说说乘法与除法的关系，再分别写出 一个乘法算式和一个除法算式。 （3）你会根据第①个和第②个算式列出一个综合算式吗？再根 据第,45c291b4-09a9-4b14-862b-d19401f1d651_00013,0.5636,14,4 括号 （1）计算 96 ÷ 12+4 × 2 ，说一说运算的顺序。 96 ÷ （ 12+4 ） × 2 =96 ÷ 16 × 2 =6 × 2 =12 （2）在算式 96 ÷ 12+4 × 2 中加上小括号，变成 96 ÷ （ 12+4 ） × 2 ， 运算顺序变了吗？ （3）在算式 96 ÷ ,45c291b4-09a9-4b14-862b-d19401f1d651_00015,0.5285,16,4 练习三 1 2 3 先说出运算顺序，再计算。 450+390 ÷ 130 - 123 38+56 ÷ 7 × 4 209+102 ÷ （ 52 - 35 ） 940 × [ 128 - （ 154 - 31 ） ] 按照顺序计算并填写下面的 ，然后列出综合算式。 怎样租车最省钱？ 计算下面各题。,
RENJIAO-G6-MATH-X-ku-体积的测量,体积的测量,用排水法测量不规则物体体积。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00032,0.5658,33,28 7 8 9 10 11 12 13 某公园要修一道围墙，原计划用土石 35 m 3 。 后来多开了一个厚度为 25 cm 的月亮门（见 右图），减少了土石的用量。现在用了多少 立方米土石？ 明明家里来了两位小客人，妈妈榨了 1 L 果 汁。如果用右图中的玻璃杯喝果汁，够明明 和客人们每人一杯吗,a1c832dd-a81d-4971-ac87-06510b416aa8_00030,0.5596,31,26 一个底面内直径是 8 cm 的瓶子里，水的高 度是 7 cm ，把瓶盖拧紧，把瓶子倒置、放平， 无水部分是圆柱形，高度是 18 cm 。这个瓶 子的容积是多少？ 7 阅读与理解 知道了…… 要解决的问题是…… 瓶子的容积 = 水的体积 + 无水部分的体积 =7 cm 高的圆柱体积 +18 cm,a1c832dd-a81d-4971-ac87-06510b416aa8_00028,0.5413,29,24 分成的扇形越多，拼成的立体图形就越接近长方体。 把长方体与原来的圆柱比较，你能发现什么？ 这个长方体的底面积等于圆柱的 ，高等于圆柱的 。 长方体的体积 = 底面积 × 高 圆柱的体积 = × V = Sh 如果知道圆柱的底面半径 r 和高 h ，你能写出圆柱的体积计算公式吗？ V = 5 做,
